,UniPROBE:DEV12:Abd-B,UniPROBE:DEV12:Bap,UniPROBE:DEV12:Eve,UniPROBE:DEV12:Lbl,UniPROBE:DEV12:Msh,UniPROBE:DEV12:Ptx1,UniPROBE:DEV12:Six4,UniPROBE:DEV12:Slou,UniPROBE:DEV12:Tin,UniPROBE:DEV12:Ubx,UniPROBE:GB11:Abf1,UniPROBE:GB11:Cad1,UniPROBE:GB11:Cin5,UniPROBE:GB11:Cst6,UniPROBE:GB11:Ecm22,UniPROBE:GB11:Gcr1,UniPROBE:GB11:Hac1,UniPROBE:GB11:Hap1,UniPROBE:GB11:Hmlalpha2,UniPROBE:GB11:Mot3,UniPROBE:GB11:Msn1,UniPROBE:GB11:Nrg2,UniPROBE:GB11:Pdr3,UniPROBE:GB11:Sko1,UniPROBE:GB11:Stb4,UniPROBE:GB11:Stb5,UniPROBE:GB11:Ste12,UniPROBE:GB11:Stp1,UniPROBE:GB11:Sut1,UniPROBE:GB11:Upc2,UniPROBE:GB11:Vhr1,UniPROBE:GB11:Vhr2,UniPROBE:GB11:Yap3,UniPROBE:GB11:Ybr033w,UniPROBE:GB11:Yer184c,UniPROBE:GB11:Ylr278c,UniPROBE:GB11:Zap1,UniPROBE:LIU18A:BCL11A_23,UniPROBE:LIU18A:BCL11A_456,UniPROBE:LIU18A:BCL11A_XL,UniPROBE:LIU18A:BCL11A_d23d456,UniPROBE:LIU18A:BCL11B_23,UniPROBE:LIU18A:BCL11B_456,UniPROBE:LIU18A:BCL11B_XL,UniPROBE:NAR10:GCN4,UniPROBE:NAR10:Jun_Fos,UniPROBE:NAR11:HLH-1,UniPROBE:NAR11:HLH-1_L13R,UniPROBE:NAR11:HLH-1_L13T,UniPROBE:NAR11:HLH-1_L13V,UniPROBE:NBT06:CEH-22,UniPROBE:NBT06:Cbf1,UniPROBE:NBT06:Ceh-22,UniPROBE:NBT06:Oct-1,UniPROBE:NBT06:Rap1,UniPROBE:NBT06:Zif268,UniPROBE:PNAS12:Lmd
UniPROBE:NAR10:Jun_Fos,0.047619047619047616,0.04146730462519936,0.05132450331125828,0.04909090909090909,0.05961251862891207,0.056657223796033995,0.032357473035439135,0.06734434561626429,0.04709576138147567,0.044481054365733116,0.033632286995515695,0.04400606980273141,0.044722719141323794,0.06513409961685823,0.07470651013874066,0.05396825396825397,0.03944773175542406,0.034334763948497854,0.033126293995859216,0.05362776025236593,0.03307086614173228,0.015873015873015872,0.05344202898550725,0.05845771144278607,0.04072398190045249,0.03919491525423729,0.040313549832026875,0.042328042328042326,0.0374331550802139,0.06329113924050633,0.05263157894736842,0.046831955922865015,0.03209459459459459,0.04981549815498155,0.043434343434343436,0.05538694992412747,0.04594330400782014,0.049893842887473464,0.049893842887473464,0.049893842887473464,0.049893842887473464,0.05798575788402848,0.05798575788402848,0.05798575788402848,0.03290676416819013,1.0,0.048027444253859346,0.048027444253859346,0.048027444253859346,0.048027444253859346,0.04607508532423208,0.038834951456310676,0.04607508532423208,0.03965303593556382,0.023554603854389723,0.05660377358490566,0.04180602006688963
UniPROBE:NAR11:HLH-1,0.041979010494752625,0.040625,0.04516129032258064,0.03327495621716287,0.044733044733044736,0.03972602739726028,0.0395738203957382,0.060945273631840796,0.036585365853658534,0.03189792663476874,0.04820627802690583,0.04626865671641791,0.036458333333333336,0.04310344827586207,0.05154639175257732,0.046680497925311204,0.05058365758754864,0.03954802259887006,0.026052104208416832,0.05581395348837209,0.03560371517027864,0.019417475728155338,0.05,0.051094890510948905,0.044923629829290206,0.040837696335078534,0.04550499445061043,0.04296875,0.02586206896551724,0.05438931297709924,0.05555555555555555,0.056010928961748634,0.0297029702970297,0.042572463768115944,0.04495504495504495,0.056433408577878104,0.03934740882917467,0.04375,0.04375,0.04375,0.04375,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04144144144144144,0.048027444253859346,1.0,1.0,1.0,1.0,0.046822742474916385,0.01858736059479554,0.046822742474916385,0.037758830694275276,0.025052192066805846,0.049575070821529746,0.05823627287853577
UniPROBE:NAR11:HLH-1_L13R,0.041979010494752625,0.040625,0.04516129032258064,0.03327495621716287,0.044733044733044736,0.03972602739726028,0.0395738203957382,0.060945273631840796,0.036585365853658534,0.03189792663476874,0.04820627802690583,0.04626865671641791,0.036458333333333336,0.04310344827586207,0.05154639175257732,0.046680497925311204,0.05058365758754864,0.03954802259887006,0.026052104208416832,0.05581395348837209,0.03560371517027864,0.019417475728155338,0.05,0.051094890510948905,0.044923629829290206,0.040837696335078534,0.04550499445061043,0.04296875,0.02586206896551724,0.05438931297709924,0.05555555555555555,0.056010928961748634,0.0297029702970297,0.042572463768115944,0.04495504495504495,0.056433408577878104,0.03934740882917467,0.04375,0.04375,0.04375,0.04375,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04144144144144144,0.048027444253859346,1.0,1.0,1.0,1.0,0.046822742474916385,0.01858736059479554,0.046822742474916385,0.037758830694275276,0.025052192066805846,0.049575070821529746,0.05823627287853577
UniPROBE:NAR11:HLH-1_L13T,0.041979010494752625,0.040625,0.04516129032258064,0.03327495621716287,0.044733044733044736,0.03972602739726028,0.0395738203957382,0.060945273631840796,0.036585365853658534,0.03189792663476874,0.04820627802690583,0.04626865671641791,0.036458333333333336,0.04310344827586207,0.05154639175257732,0.046680497925311204,0.05058365758754864,0.03954802259887006,0.026052104208416832,0.05581395348837209,0.03560371517027864,0.019417475728155338,0.05,0.051094890510948905,0.044923629829290206,0.040837696335078534,0.04550499445061043,0.04296875,0.02586206896551724,0.05438931297709924,0.05555555555555555,0.056010928961748634,0.0297029702970297,0.042572463768115944,0.04495504495504495,0.056433408577878104,0.03934740882917467,0.04375,0.04375,0.04375,0.04375,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04144144144144144,0.048027444253859346,1.0,1.0,1.0,1.0,0.046822742474916385,0.01858736059479554,0.046822742474916385,0.037758830694275276,0.025052192066805846,0.049575070821529746,0.05823627287853577
UniPROBE:NAR11:HLH-1_L13V,0.041979010494752625,0.040625,0.04516129032258064,0.03327495621716287,0.044733044733044736,0.03972602739726028,0.0395738203957382,0.060945273631840796,0.036585365853658534,0.03189792663476874,0.04820627802690583,0.04626865671641791,0.036458333333333336,0.04310344827586207,0.05154639175257732,0.046680497925311204,0.05058365758754864,0.03954802259887006,0.026052104208416832,0.05581395348837209,0.03560371517027864,0.019417475728155338,0.05,0.051094890510948905,0.044923629829290206,0.040837696335078534,0.04550499445061043,0.04296875,0.02586206896551724,0.05438931297709924,0.05555555555555555,0.056010928961748634,0.0297029702970297,0.042572463768115944,0.04495504495504495,0.056433408577878104,0.03934740882917467,0.04375,0.04375,0.04375,0.04375,0.040513833992094864,0.040513833992094864,0.040513833992094864,0.04144144144144144,0.048027444253859346,1.0,1.0,1.0,1.0,0.046822742474916385,0.01858736059479554,0.046822742474916385,0.037758830694275276,0.025052192066805846,0.049575070821529746,0.05823627287853577
UniPROBE:NBT06:CEH-22,0.07561728395061729,0.07395498392282958,0.041666666666666664,0.04409171075837742,0.07396449704142012,0.06284916201117319,0.03945371775417299,0.08227848101265822,0.08082408874801902,0.05872756933115824,0.038802660753880266,0.04148148148148148,0.03993055555555555,0.05334987593052109,0.07240293809024134,0.053125,0.04230769230769231,0.04384724186704385,0.01984126984126984,0.05727554179566564,0.05172413793103448,0.03333333333333333,0.04525288376220053,0.06388206388206388,0.05334538878842676,0.05620360551431601,0.05948372615039282,0.03880983182406209,0.051056338028169015,0.08,0.05917159763313609,0.04588394062078273,0.03814262023217247,0.0685820203892493,0.05751765893037336,0.061933534743202415,0.04932301740812379,0.05795574288724974,0.05795574288724974,0.05795574288724974,0.05795574288724974,0.04558969276511397,0.04558969276511397,0.04558969276511397,0.03756708407871199,0.04607508532423208,0.046822742474916385,0.046822742474916385,0.046822742474916385,0.046822742474916385,1.0,0.035781544256120526,1.0,0.041463414634146344,0.01859504132231405,0.06752873563218391,0.05804311774461028
UniPROBE:NBT06:Cbf1,0.03685092127303183,0.02608695652173913,0.02877697841726619,0.013806706114398421,0.043478260869565216,0.037993920972644375,0.0288135593220339,0.04155495978552279,0.04317789291882556,0.036297640653357534,0.04374240583232078,0.03820598006644518,0.03373015873015873,0.044715447154471545,0.03736263736263736,0.03897550111358575,0.04740406320541761,0.03937007874015748,0.0405727923627685,0.05217391304347826,0.034904013961605584,0.02981651376146789,0.045627376425855515,0.05630026809651475,0.04318618042226487,0.04318181818181818,0.0471584038694075,0.04316546762589928,0.02976190476190476,0.03939393939393939,0.03156565656565657,0.04029850746268657,0.04182509505703422,0.041666666666666664,0.029723991507430998,0.05063291139240506,0.040289256198347105,0.036954087346024636,0.036954087346024636,0.036954087346024636,0.036954087346024636,0.0438034188034188,0.0438034188034188,0.0438034188034188,0.04583333333333333,0.038834951456310676,0.01858736059479554,0.01858736059479554,0.01858736059479554,0.01858736059479554,0.035781544256120526,1.0,0.035781544256120526,0.029177718832891247,0.024691358024691357,0.018376722817764167,0.03512014787430684
UniPROBE:NBT06:Ceh-22,0.07561728395061729,0.07395498392282958,0.041666666666666664,0.04409171075837742,0.07396449704142012,0.06284916201117319,0.03945371775417299,0.08227848101265822,0.08082408874801902,0.05872756933115824,0.038802660753880266,0.04148148148148148,0.03993055555555555,0.05334987593052109,0.07240293809024134,0.053125,0.04230769230769231,0.04384724186704385,0.01984126984126984,0.05727554179566564,0.05172413793103448,0.03333333333333333,0.04525288376220053,0.06388206388206388,0.05334538878842676,0.05620360551431601,0.05948372615039282,0.03880983182406209,0.051056338028169015,0.08,0.05917159763313609,0.04588394062078273,0.03814262023217247,0.0685820203892493,0.05751765893037336,0.061933534743202415,0.04932301740812379,0.05795574288724974,0.05795574288724974,0.05795574288724974,0.05795574288724974,0.04558969276511397,0.04558969276511397,0.04558969276511397,0.03756708407871199,0.04607508532423208,0.046822742474916385,0.046822742474916385,0.046822742474916385,0.046822742474916385,1.0,0.035781544256120526,1.0,0.041463414634146344,0.01859504132231405,0.06752873563218391,0.05804311774461028
UniPROBE:NBT06:Oct-1,0.0417607223476298,0.04439252336448598,0.03914590747330961,0.036755386565272496,0.04961411245865491,0.05223880597014925,0.05074971164936563,0.058765915768854066,0.04728950403690888,0.034278959810874705,0.05248868778280543,0.036830357142857144,0.0403530895334174,0.05392156862745098,0.07401032702237521,0.06454388984509467,0.025367156208277702,0.04329004329004329,0.024930747922437674,0.04004576659038902,0.04060324825986079,0.02309782608695652,0.06202723146747353,0.05303760848601736,0.05859969558599695,0.06260869565217392,0.06363636363636363,0.0425531914893617,0.03783102143757881,0.0664,0.061553030303030304,0.049266247379454925,0.03272727272727273,0.061585835257890686,0.06789606035205364,0.06180871828236825,0.045454545454545456,0.058519793459552494,0.058519793459552494,0.058519793459552494,0.058519793459552494,0.05,0.05,0.05,0.04811443433029909,0.03965303593556382,0.037758830694275276,0.037758830694275276,0.037758830694275276,0.037758830694275276,0.041463414634146344,0.029177718832891247,0.041463414634146344,1.0,0.03156384505021521,0.048701298701298704,0.031026252983293555
UniPROBE:NBT06:Rap1,0.018115942028985508,0.019120458891013385,0.017786561264822136,0.02466367713004484,0.024263431542461005,0.01788617886178862,0.0166358595194085,0.02127659574468085,0.016728624535315983,0.02390438247011952,0.028205128205128206,0.038391224862888484,0.024282560706401765,0.027338129496402876,0.02424942263279446,0.03914590747330961,0.022613065326633167,0.02901023890784983,0.024324324324324326,0.012939001848428836,0.02095238095238095,0.012919896640826873,0.02054794520547945,0.026685393258426966,0.03,0.025,0.03585147247119078,0.024539877300613498,0.010940919037199124,0.03514376996805112,0.03260869565217391,0.02073365231259968,0.022916666666666665,0.034552845528455285,0.024691358024691357,0.025,0.023706896551724137,0.03084223013048636,0.03084223013048636,0.03084223013048636,0.03084223013048636,0.024498886414253896,0.024498886414253896,0.024498886414253896,0.020642201834862386,0.023554603854389723,0.025052192066805846,0.025052192066805846,0.025052192066805846,0.025052192066805846,0.01859504132231405,0.024691358024691357,0.01859504132231405,0.03156384505021521,1.0,0.018425460636515914,0.014112903225806451
UniPROBE:NBT06:Zif268,0.06701708278580815,0.05953991880920163,0.0729312762973352,0.04585798816568047,0.07544757033248081,0.08281829419035847,0.055408970976253295,0.096045197740113,0.06693440428380187,0.04514363885088919,0.055165496489468405,0.05821474773609314,0.04538799414348463,0.0640176600441501,0.07874762808349146,0.07648183556405354,0.0330188679245283,0.06359102244389027,0.029459901800327332,0.05555555555555555,0.048,0.038834951456310676,0.06947890818858561,0.08278145695364239,0.055234954657873044,0.055080721747388414,0.06006006006006006,0.07873090481786134,0.05014749262536873,0.0852575488454707,0.0665258711721225,0.048292108362779744,0.037815126050420166,0.06644238856181665,0.05058717253839205,0.07188160676532769,0.07238605898123325,0.08852140077821012,0.08852140077821012,0.08852140077821012,0.08852140077821012,0.0914179104477612,0.0914179104477612,0.0914179104477612,0.045112781954887216,0.05660377358490566,0.049575070821529746,0.049575070821529746,0.049575070821529746,0.049575070821529746,0.06752873563218391,0.018376722817764167,0.06752873563218391,0.048701298701298704,0.018425460636515914,1.0,0.06657223796033994
UniPROBE:PNAS12:Lmd,0.052083333333333336,0.046296296296296294,0.03773584905660377,0.03436426116838488,0.05595408895265423,0.05761316872427984,0.03422619047619048,0.06790123456790123,0.04216867469879518,0.05608974358974359,0.04065934065934066,0.04852941176470588,0.044596912521440824,0.05269607843137255,0.0672182006204757,0.05149330587023687,0.03564727954971857,0.02606310013717421,0.029469548133595286,0.06451612903225806,0.03969465648854962,0.018975332068311195,0.045774647887323945,0.04659498207885305,0.037069726390114736,0.049009384775808136,0.05530973451327434,0.030418250950570342,0.0288135593220339,0.07094918504314478,0.06096131301289566,0.04249667994687915,0.035830618892508145,0.04398563734290844,0.04133858267716536,0.06466165413533835,0.05899419729206963,0.05186721991701245,0.05186721991701245,0.05186721991701245,0.05186721991701245,0.060756972111553786,0.060756972111553786,0.060756972111553786,0.03873239436619718,0.04180602006688963,0.05823627287853577,0.05823627287853577,0.05823627287853577,0.05823627287853577,0.05804311774461028,0.03512014787430684,0.05804311774461028,0.031026252983293555,0.014112903225806451,0.06657223796033994,1.0
