split_type,fold_id,seed,dbp_id,model,spearman,ndcg_1pct,ndcg_5pct,pairwise_accuracy,top1pct_recovery,n_rc_classes,prediction_variance,training_pair_count,development_exposed,status
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP6,M1c,0.15496386715510904,0.6522161350425033,0.6605862976726348,0.5466,0.07317073170731707,8192.0,1.7919427156448364,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP9,M1c,0.23534792088442397,0.6271286116323631,0.6459729268168047,0.5796,0.012195121951219513,8192.0,1.739328145980835,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP6,M2,0.14005088825023582,0.6903876570931352,0.6682972077945588,0.53665,0.04878048780487805,8192.0,0.6752538681030273,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP9,M2,0.2095070540498245,0.6006886037993433,0.6138208415950399,0.56885,0.0,8192.0,0.6752538681030273,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP6,M3,0.09379895752944878,0.7242148126011166,0.6610653540902998,0.5254,0.0975609756097561,8192.0,1.1256051063537598,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,29.0,DBP9,M3,0.17173349267212784,0.56404390428726,0.5875643267721313,0.5582,0.012195121951219513,8192.0,1.1258678436279297,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP6,M0,0.3066108943988785,0.8493034518579906,0.7989497295116063,0.6029,0.13414634146341464,8192.0,1.2977180480957031,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP9,M0,0.1088940208382173,0.6646166263334286,0.6383855853069625,0.5356,0.012195121951219513,8192.0,1.2977180480957031,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP6,M1,0.10571654267942375,0.6765665230977197,0.6597886793404554,0.5334,0.07317073170731707,8192.0,1.5120692253112793,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP9,M1,0.16796629004989175,0.6516187611950297,0.6496436798591957,0.55665,0.012195121951219513,8192.0,1.5372833013534546,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP6,M1c,0.13776739194963808,0.6607291890852987,0.6604711921064751,0.545,0.06097560975609756,8192.0,1.3404189348220825,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP9,M1c,0.17540744330407892,0.5981771008063491,0.615224535244021,0.55905,0.012195121951219513,8192.0,1.2187840938568115,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP6,M2,0.18382644283871027,0.7122215593528309,0.6888694326315862,0.5583,0.024390243902439025,8192.0,0.19039839506149292,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP9,M2,0.10350554760263427,0.5694043991291298,0.5681518674567942,0.5361,0.0,8192.0,0.19039839506149292,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP6,M3,0.10234506720659405,0.748307392740565,0.6816641715178479,0.52905,0.10975609756097561,8192.0,0.5166677236557007,2560.0,True,diagnostic_replay_all_designed_exposed
protein_cluster_loco,protein_cluster_loco_fold_4,43.0,DBP9,M3,0.11597525990148203,0.5470328918829305,0.5552297458894523,0.53495,0.0,8192.0,0.5166577100753784,2560.0,True,diagnostic_replay_all_designed_exposed
historical_v0_3_1_no_training,,,DBP1,sequence_kmer3_rc_aware_baseline,-0.1388771510027426,,,,,,,,,
historical_v0_3_1_no_training,,,DBP3,sequence_kmer3_rc_aware_baseline,-0.0346432071246061,,,,,,,,,
historical_v0_3_1_no_training,,,DBP35,sequence_kmer3_rc_aware_baseline,0.2767093965108944,,,,,,,,,
historical_v0_3_1_no_training,,,DBP48,sequence_kmer3_rc_aware_baseline,0.3448316486109573,,,,,,,,,
historical_v0_3_1_no_training,,,DBP5,sequence_kmer3_rc_aware_baseline,0.2239654571281427,,,,,,,,,
historical_v0_3_1_no_training,,,DBP6,sequence_kmer3_rc_aware_baseline,0.3619789577743203,,,,,,,,,
historical_v0_3_1_no_training,,,DBP9,sequence_kmer3_rc_aware_baseline,0.2320822289869546,,,,,,,,,
