split_type,fold_id,seed,dbp_id,protein_cluster,combined_component,model,n_units,spearman,ndcg_1pct,ndcg_5pct,pairwise_accuracy,top1pct_recovery,training_proteins,test_proteins,runtime_seconds,training_pair_count,development_exposed,status
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP6,protein_cluster_4,combined_component_2,M1,8192,-0.03345490939150497,0.6026025642512487,0.5490202611085814,0.481825,0.024390243902439025,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.4922307999950135,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP9,protein_cluster_4,combined_component_2,M1,8192,0.19800948517190436,0.6585973480929996,0.6667164416478777,0.563025,0.0,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.4922307999950135,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP6,protein_cluster_4,combined_component_2,M1c,8192,0.010985514476781113,0.7600020794411771,0.6556928086243906,0.497775,0.17073170731707318,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.688660500003607,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP9,protein_cluster_4,combined_component_2,M1c,8192,0.18679148969951379,0.6063840747667874,0.613741174068655,0.557325,0.024390243902439025,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.688660500003607,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP6,protein_cluster_4,combined_component_2,M2,8192,0.14087974721632593,0.4853261617318456,0.5351848832154431,0.547325,0.0,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.784357500000624,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP9,protein_cluster_4,combined_component_2,M2,8192,-0.10606018353059199,0.3342225049085158,0.41418946900622045,0.464675,0.012195121951219513,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.784357500000624,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP6,protein_cluster_4,combined_component_2,M3,8192,0.06292826478802842,0.8468719720406414,0.6812568566203105,0.514175,0.23170731707317074,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,4.073192600000766,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,17,DBP9,protein_cluster_4,combined_component_2,M3,8192,0.12235502152823056,0.6515915389799671,0.5976333184907028,0.536525,0.012195121951219513,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,4.073192600000766,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,29,DBP6,protein_cluster_4,combined_component_2,M0,8192,0.1920511993819181,0.8044329806890214,0.6837834804571881,0.558825,0.23170731707317074,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,1.6098804999928689,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,29,DBP9,protein_cluster_4,combined_component_2,M0,8192,0.07685317154079893,0.6432533996065388,0.5760216538757218,0.521775,0.024390243902439025,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,1.6098804999928689,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,29,DBP6,protein_cluster_4,combined_component_2,M1,8192,-0.017147042566022085,0.6297668361670052,0.545788484311676,0.488375,0.07317073170731707,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.4112630000017816,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,29,DBP9,protein_cluster_4,combined_component_2,M1,8192,0.1977295271744294,0.6058186607006558,0.6054081699008805,0.564275,0.012195121951219513,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.4112630000017816,2560,False,complete
protein_cluster_loco,protein_cluster_loco_fold_4,29,DBP6,protein_cluster_4,combined_component_2,M1c,8192,-0.01350581119781089,0.6264361255756958,0.5741504345216754,0.487675,0.10975609756097561,DBP1|DBP3|DBP35|DBP48|DBP5,DBP6|DBP9,2.6321218999946723,2560,False,complete
